Subject,Date of Trial,Birthdate,Age,Correct Response,ImPairNumber,ImageFileName,Response,CorrectBasic,CorrectSize,RespondedButIncorrect
17,2/25/15,1/10/11,49,,18,18_ringbox03.png,Chair,0,0,1
17,2/25/15,1/10/11,49,,8,08_uprightpiano.png,Piano,1,1,0
17,2/25/15,1/10/11,49,,17,17_pinecone.png,Pinecone,1,1,0
17,2/25/15,1/10/11,49,,16,16_clock.png,Clock,1,1,0
17,2/25/15,1/10/11,49,,7,07_grill.png,Table,0,1,1
17,2/25/15,1/10/11,49,,15,15_scotchtape.png,Tape ,1,1,0
17,2/25/15,1/10/11,49,,14,14_perfume.png,Radish,0,1,1
17,2/25/15,1/10/11,49,,5,05_wagon.png,Cradle,0,1,1
17,2/25/15,1/10/11,49,,13,13_rubberduck.png,Duck,1,1,0
17,2/25/15,1/10/11,49,,4,04_tractor11.png,Tractor,1,1,0
17,2/25/15,1/10/11,49,,3,03_sofachair.png,Couch,1,1,0
17,2/25/15,1/10/11,49,,1,01_desk.png,Table,1,1,0
17,2/25/15,1/10/11,49,,12,12_pencil sharpener 5.png,Drawer,0,0,1
17,2/25/15,1/10/11,49,,2,02_carousel.png,Carousel,1,1,0
17,2/25/15,1/10/11,49,,11,11_controller.png,Something to turn the TV on,1,1,0
17,2/25/15,1/10/11,49,,1,01_apple.png,Apple,1,1,0
18,2/25/15,7/13/10,55,,19,19_refrigerator.png,Fridge,1,1,0
18,2/25/15,7/13/10,55,,10,10_bowtiepasta.png,Bow,1,1,0
18,2/25/15,7/13/10,55,,18,18_hotairballoon.png,Hot Air Balloon,1,1,0
18,2/25/15,7/13/10,55,,9,09_mushroom.png,Mushroom,1,1,0
18,2/25/15,7/13/10,55,,8,08_changepurse.png,Purse,1,1,0
18,2/25/15,7/13/10,55,,7,07_dice.png,Dice,1,1,0
18,2/25/15,7/13/10,55,,17,17_hotairballoon2.png,Hot Air Balloon,1,1,0
18,2/25/15,7/13/10,55,,16,16_garbagecan.png,Garbage Can,1,1,0
18,2/25/15,7/13/10,55,,15,15_couch2.png,Chair,1,1,0
18,2/25/15,7/13/10,55,,14,14_washingMachine.png,Laundry,1,1,0
18,2/25/15,7/13/10,55,,13,13_piano.png,Piano,1,1,0
18,2/25/15,7/13/10,55,,6,06_cable.png,Vaccuum,0,0,1
18,2/25/15,7/13/10,55,,20,20_wheelchair.png,Wheel Chair,1,1,0
18,2/25/15,7/13/10,55,,12,12_bookcase.png,Bookstand,1,1,0
18,2/25/15,7/13/10,55,,5,05_button.png,Button,1,1,0
18,2/25/15,7/13/10,55,,4,04_camera.png,Camera,1,1,0
18,2/25/15,7/13/10,55,,6,06_parthenon.png,Horse,0,0,1
18,2/25/15,7/13/10,55,,11,11_fountain13.png,Waterfall,1,1,1
18,2/25/15,7/13/10,55,,3,03_baseball 2.png,Ball,1,1,0
18,2/25/15,7/13/10,55,,10,10_bison.png,Yak,1,1,0
18,2/25/15,7/13/10,55,,2,02_seashell.png,Clam,1,1,0
18,2/25/15,7/13/10,55,,9,09_armchair.png,Chair,1,1,0
18,2/25/15,7/13/10,55,,20,20_ornament.png,Christmas Ornament,1,1,0
18,2/25/15,7/13/10,55,,19,19_garlic.png,x,0,0,0
18,2/25/15,7/13/10,55,,18,18_ringbox03.png,Ring Holder,1,1,0
18,2/25/15,7/13/10,55,,8,08_uprightpiano.png,Piano,1,1,0
18,2/25/15,7/13/10,55,,17,17_pinecone.png,Pinecone,1,1,0
18,2/25/15,7/13/10,55,,16,16_clock.png,Clock,1,1,0
18,2/25/15,7/13/10,55,,7,07_grill.png,x,0,0,0
18,2/25/15,7/13/10,55,,15,15_scotchtape.png,Tape,1,1,0
18,2/25/15,7/13/10,55,,14,14_perfume.png,Perfume,1,1,0
18,2/25/15,7/13/10,55,,5,05_wagon.png,x,0,0,0
18,2/25/15,7/13/10,55,,13,13_rubberduck.png,duck,1,1,0
18,2/25/15,7/13/10,55,,4,04_tractor11.png,Tractor,1,1,0
18,2/25/15,7/13/10,55,,3,03_sofachair.png,Couch,1,1,0
18,2/25/15,7/13/10,55,,1,01_desk.png,Table,1,1,0
18,2/25/15,7/13/10,55,,12,12_pencil sharpener 5.png,Binoculars,0,1,1
18,2/25/15,7/13/10,55,,2,02_carousel.png,Merry Go Round,1,1,0
18,2/25/15,7/13/10,55,,11,11_controller.png,Controller,1,1,0
18,2/25/15,7/13/10,55,,1,01_apple.png,Apple,1,1,0
21,2/25/15,6/14/10,56,,19,19_refrigerator.png,Fridge,1,1,0
21,2/25/15,6/14/10,56,,10,10_bowtiepasta.png,Pasta,1,1,0
21,2/25/15,6/14/10,56,,18,18_hotairballoon.png,Balloon,1,1,0
21,2/25/15,6/14/10,56,,9,09_mushroom.png,Mushroom,1,1,0
21,2/25/15,6/14/10,56,,8,08_changepurse.png,Purse,1,1,0
21,2/25/15,6/14/10,56,,7,07_dice.png,Dice,1,1,0
21,2/25/15,6/14/10,56,,17,17_hotairballoon2.png,Air Balloon,1,1,0
21,2/25/15,6/14/10,56,,16,16_garbagecan.png,Garbage,1,1,0
21,2/25/15,6/14/10,56,,15,15_couch2.png,Chair,1,1,0
21,2/25/15,6/14/10,56,,14,14_washingMachine.png,Washing Machine,1,1,0
21,2/25/15,6/14/10,56,,13,13_piano.png,Piano,1,1,0
21,2/25/15,6/14/10,56,,6,06_cable.png,Charger,0,1,1
21,2/25/15,6/14/10,56,,20,20_wheelchair.png,x,0,0,0
21,2/25/15,6/14/10,56,,12,12_bookcase.png,Book Shelf,1,1,0
21,2/25/15,6/14/10,56,,5,05_button.png,Button,1,1,0
21,2/25/15,6/14/10,56,,4,04_camera.png,Camera,1,1,0
21,2/25/15,6/14/10,56,,6,06_parthenon.png,House,1,1,0
21,2/25/15,6/14/10,56,,11,11_fountain13.png,Chair,0,1,1
21,2/25/15,6/14/10,56,,3,03_baseball 2.png,Ball,1,1,0
21,2/25/15,6/14/10,56,,10,10_bison.png,x,0,0,0
21,2/25/15,6/14/10,56,,2,02_seashell.png,Shell,1,1,0
21,2/25/15,6/14/10,56,,9,09_armchair.png,Chair,1,1,0
21,2/25/15,6/14/10,56,,20,20_ornament.png,Decoration,1,1,1
21,2/25/15,6/14/10,56,,19,19_garlic.png,Garlic,1,1,0
21,2/25/15,6/14/10,56,,18,18_ringbox03.png,Box,1,1,1
21,2/25/15,6/14/10,56,,8,08_uprightpiano.png,Piano,1,1,0
21,2/25/15,6/14/10,56,,17,17_pinecone.png,Pinecone,1,1,0
21,2/25/15,6/14/10,56,,16,16_clock.png,Clock,1,1,0
21,2/25/15,6/14/10,56,,7,07_grill.png,Desk,0,1,1
21,2/25/15,6/14/10,56,,15,15_scotchtape.png,Tape,1,1,0
21,2/25/15,6/14/10,56,,14,14_perfume.png,Decoration,0,1,1
21,2/25/15,6/14/10,56,,5,05_wagon.png,Couch,0,1,1
21,2/25/15,6/14/10,56,,13,13_rubberduck.png,Duck,1,1,0
21,2/25/15,6/14/10,56,,4,04_tractor11.png,Tractor,1,1,0
21,2/25/15,6/14/10,56,,3,03_sofachair.png,Couch,1,1,0
21,2/25/15,6/14/10,56,,1,01_desk.png,Desk,1,1,0
21,2/25/15,6/14/10,56,,12,12_pencil sharpener 5.png,Tool,0,1,1
21,2/25/15,6/14/10,56,,2,02_carousel.png,x,0,0,0
21,2/25/15,6/14/10,56,,11,11_controller.png,Player,0,0,1
21,2/25/15,6/14/10,56,,1,01_apple.png,Apple,1,1,0
22,3/4/15,3/3/11,48,,19,19_refrigerator.png,Fridge,1,1,0
22,3/4/15,3/3/11,48,,10,10_bowtiepasta.png,Food,0,1,1
22,3/4/15,3/3/11,48,,18,18_hotairballoon.png,Balloon,0,0,1
22,3/4/15,3/3/11,48,,9,09_mushroom.png,Mushroom,1,1,0
22,3/4/15,3/3/11,48,,8,08_changepurse.png,Bread,0,1,1
22,3/4/15,3/3/11,48,,7,07_dice.png,Domino,0,1,1
22,3/4/15,3/3/11,48,,17,17_hotairballoon2.png,Air Balloon,1,1,0
22,3/4/15,3/3/11,48,,16,16_garbagecan.png,Garbage,1,1,0
22,3/4/15,3/3/11,48,,15,15_couch2.png,Couch,1,1,0
22,3/4/15,3/3/11,48,,14,14_washingMachine.png,Washer,1,1,0
22,3/4/15,3/3/11,48,,13,13_piano.png,Piano,1,1,0
22,3/4/15,3/3/11,48,,6,06_cable.png,Instrument,0,1,1
22,3/4/15,3/3/11,48,,20,20_wheelchair.png,Wheelchair,1,1,0
22,3/4/15,3/3/11,48,,12,12_bookcase.png,BookShelf,1,1,0
22,3/4/15,3/3/11,48,,5,05_button.png,Button,1,1,0
22,3/4/15,3/3/11,48,,4,04_camera.png,Camera,1,1,0
22,3/4/15,3/3/11,48,,6,06_parthenon.png,Museum,1,1,0
22,3/4/15,3/3/11,48,,11,11_fountain13.png,Water Pool,1,1,1
22,3/4/15,3/3/11,48,,3,03_baseball 2.png,Baseball,1,1,0
22,3/4/15,3/3/11,48,,10,10_bison.png,Buffalo,1,1,0
22,3/4/15,3/3/11,48,,2,02_seashell.png,Clam,1,1,0
22,3/4/15,3/3/11,48,,9,09_armchair.png,Chair,1,1,0
22,3/4/15,3/3/11,48,,20,20_ornament.png,Christmas Ornament,1,1,0
22,3/4/15,3/3/11,48,,19,19_garlic.png,Mushroom,0,1,1
22,3/4/15,3/3/11,48,,18,18_ringbox03.png,Chair,0,0,1
22,3/4/15,3/3/11,48,,8,08_uprightpiano.png,Piano,1,1,0
22,3/4/15,3/3/11,48,,17,17_pinecone.png,Acorn,0,1,1
22,3/4/15,3/3/11,48,,16,16_clock.png,Clock,1,1,0
22,3/4/15,3/3/11,48,,7,07_grill.png,Cook Thing,1,1,0
22,3/4/15,3/3/11,48,,15,15_scotchtape.png,Tape,1,1,0
22,3/4/15,3/3/11,48,,14,14_perfume.png,Christmas Ornament,0,1,1
22,3/4/15,3/3/11,48,,5,05_wagon.png,Carriage for Horses,1,1,0
22,3/4/15,3/3/11,48,,13,13_rubberduck.png,Duck,1,1,0
22,3/4/15,3/3/11,48,,4,04_tractor11.png,Tractor,1,1,0
22,3/4/15,3/3/11,48,,3,03_sofachair.png,Couch,1,1,0
22,3/4/15,3/3/11,48,,1,01_desk.png,Tunnel,0,0,1
22,3/4/15,3/3/11,48,,12,12_pencil sharpener 5.png,Instrument,0,1,1
22,3/4/15,3/3/11,48,,2,02_carousel.png,Carouround,1,1,0
22,3/4/15,3/3/11,48,,11,11_controller.png,x,0,0,0
22,3/4/15,3/3/11,48,,1,01_apple.png,Apple,1,1,0
23,3/4/15,12/29/10,50,,19,19_refrigerator.png,Fridge,1,1,0
23,3/4/15,12/29/10,50,,10,10_bowtiepasta.png,Pasta,1,1,0
23,3/4/15,12/29/10,50,,18,18_hotairballoon.png,Hot Air Balloon,1,1,0
23,3/4/15,12/29/10,50,,9,09_mushroom.png,Mushroom,1,1,0
23,3/4/15,12/29/10,50,,8,08_changepurse.png,Purse,1,1,0
23,3/4/15,12/29/10,50,,7,07_dice.png,Dice,1,1,0
23,3/4/15,12/29/10,50,,17,17_hotairballoon2.png,Hot Air Balloon,1,1,0
23,3/4/15,12/29/10,50,,16,16_garbagecan.png,Trash,1,1,0
23,3/4/15,12/29/10,50,,15,15_couch2.png,Couch,1,1,0
23,3/4/15,12/29/10,50,,14,14_washingMachine.png,Dishwasher/Clotheswasher,1,1,0
23,3/4/15,12/29/10,50,,13,13_piano.png,Piano,1,1,0
23,3/4/15,12/29/10,50,,6,06_cable.png,x,0,0,0
23,3/4/15,12/29/10,50,,20,20_wheelchair.png,x,0,0,0
23,3/4/15,12/29/10,50,,12,12_bookcase.png,Bookshelf,1,1,0
23,3/4/15,12/29/10,50,,5,05_button.png,Button,1,1,0
23,3/4/15,12/29/10,50,,4,04_camera.png,Camera,1,1,0
23,3/4/15,12/29/10,50,,6,06_parthenon.png,x,0,0,0
23,3/4/15,12/29/10,50,,11,11_fountain13.png,Waterfall,1,1,1
23,3/4/15,12/29/10,50,,3,03_baseball 2.png,Ball,1,1,0
23,3/4/15,12/29/10,50,,10,10_bison.png,Yak,1,1,0
23,3/4/15,12/29/10,50,,2,02_seashell.png,Shell,1,1,0
23,3/4/15,12/29/10,50,,9,09_armchair.png,Chair,1,1,0
23,3/4/15,12/29/10,50,,20,20_ornament.png,Ornament,1,1,0
23,3/4/15,12/29/10,50,,19,19_garlic.png,x,0,0,0
23,3/4/15,12/29/10,50,,18,18_ringbox03.png,Box,1,1,0
23,3/4/15,12/29/10,50,,8,08_uprightpiano.png,x,0,0,0
23,3/4/15,12/29/10,50,,17,17_pinecone.png,Pinecone,1,1,0
23,3/4/15,12/29/10,50,,16,16_clock.png,Clock,1,1,0
23,3/4/15,12/29/10,50,,7,07_grill.png,Camping food cookingtable,1,1,0
23,3/4/15,12/29/10,50,,15,15_scotchtape.png,Tape,1,1,0
23,3/4/15,12/29/10,50,,14,14_perfume.png,x,0,0,0
23,3/4/15,12/29/10,50,,5,05_wagon.png,Stage Coach,1,1,0
23,3/4/15,12/29/10,50,,13,13_rubberduck.png,Duck,1,1,0
23,3/4/15,12/29/10,50,,4,04_tractor11.png,Tractor,1,1,0
23,3/4/15,12/29/10,50,,3,03_sofachair.png,Couch,1,1,0
23,3/4/15,12/29/10,50,,1,01_desk.png,Drawers,1,1,1
23,3/4/15,12/29/10,50,,12,12_pencil sharpener 5.png,Binoculars,0,1,1
23,3/4/15,12/29/10,50,,2,02_carousel.png,Merry Go Round,1,1,0
23,3/4/15,12/29/10,50,,11,11_controller.png,Control Button,1,1,0
23,3/4/15,12/29/10,50,,1,01_apple.png,Apple,1,1,0
29,3/11/15,8/29/10,52,,19,19_refrigerator.png,Fridge,1,1,0
29,3/11/15,8/29/10,52,,10,10_bowtiepasta.png,x,0,0,0
29,3/11/15,8/29/10,52,,18,18_hotairballoon.png,Hot Air Balloon,1,1,0
29,3/11/15,8/29/10,52,,9,09_mushroom.png,Mushroom,1,1,0
29,3/11/15,8/29/10,52,,8,08_changepurse.png,Bag,1,1,0
29,3/11/15,8/29/10,52,,7,07_dice.png,Dice,1,1,0
29,3/11/15,8/29/10,52,,17,17_hotairballoon2.png,Hot Air Balloon,1,1,0
29,3/11/15,8/29/10,52,,16,16_garbagecan.png,Garbage Can,1,1,0
29,3/11/15,8/29/10,52,,15,15_couch2.png,Couch,1,1,0
29,3/11/15,8/29/10,52,,14,14_washingMachine.png,Washer,1,1,0
29,3/11/15,8/29/10,52,,13,13_piano.png,Piano,1,1,0
29,3/11/15,8/29/10,52,,6,06_cable.png,x,0,0,0
29,3/11/15,8/29/10,52,,20,20_wheelchair.png,x,0,0,0
29,3/11/15,8/29/10,52,,12,12_bookcase.png,Shelf,1,1,0
29,3/11/15,8/29/10,52,,5,05_button.png,Button,1,1,0
29,3/11/15,8/29/10,52,,4,04_camera.png,Camera,1,1,0
29,3/11/15,8/29/10,52,,6,06_parthenon.png,x,0,0,0
29,3/11/15,8/29/10,52,,11,11_fountain13.png,Statue,1,1,0
29,3/11/15,8/29/10,52,,3,03_baseball 2.png,Baseball,1,1,0
29,3/11/15,8/29/10,52,,10,10_bison.png,Buffalo,1,1,0
29,3/11/15,8/29/10,52,,2,02_seashell.png,Shell,1,1,0
29,3/11/15,8/29/10,52,,9,09_armchair.png,Chair,1,1,0
29,3/11/15,8/29/10,52,,20,20_ornament.png,x,0,0,0
29,3/11/15,8/29/10,52,,19,19_garlic.png,Onion,1,1,1
29,3/11/15,8/29/10,52,,18,18_ringbox03.png,Box,1,0,0
29,3/11/15,8/29/10,52,,8,08_uprightpiano.png,Piano,1,1,0
29,3/11/15,8/29/10,52,,17,17_pinecone.png,Cone,0,0,1
29,3/11/15,8/29/10,52,,16,16_clock.png,Clock,1,1,0
29,3/11/15,8/29/10,52,,7,07_grill.png,Machine,0,0,1
29,3/11/15,8/29/10,52,,15,15_scotchtape.png,Tape,1,1,0
29,3/11/15,8/29/10,52,,14,14_perfume.png,x,0,0,0
29,3/11/15,8/29/10,52,,5,05_wagon.png,Carriage,1,1,0
29,3/11/15,8/29/10,52,,13,13_rubberduck.png,Ducky,1,1,0
29,3/11/15,8/29/10,52,,4,04_tractor11.png,Tractor,1,1,0
29,3/11/15,8/29/10,52,,3,03_sofachair.png,Chair,1,1,0
29,3/11/15,8/29/10,52,,1,01_desk.png,Piano,0,1,1
29,3/11/15,8/29/10,52,,12,12_pencil sharpener 5.png,Pencil Sharpener,1,1,0
29,3/11/15,8/29/10,52,,2,02_carousel.png,Merry go Round,1,1,0
29,3/11/15,8/29/10,52,,11,11_controller.png,x,0,0,0
29,3/11/15,8/29/10,52,,1,01_apple.png,Apple,1,1,0
32,3/31/16,11/7/11,52,,1,01_apple.png,Apple,1,1,0
32,3/31/16,11/7/11,52,,11,11_controller.png,Remote control,1,1,0
32,3/31/16,11/7/11,52,,2,02_carousel.png,Merry go round,1,1,0
32,3/31/16,11/7/11,52,,12,12_pencil sharpener 5.png,x,0,0,0
32,3/31/16,11/7/11,52,,1,01_desk.png,Desk,1,1,0
32,3/31/16,11/7/11,52,,3,03_sofachair.png,x,0,0,0
32,3/31/16,11/7/11,52,,4,04_tractor11.png,Tractor,1,1,0
32,3/31/16,11/7/11,52,,13,13_rubberduck.png,Rubber ducky,1,1,0
32,3/31/16,11/7/11,52,,5,05_wagon.png,Carriage,1,1,0
32,3/31/16,11/7/11,52,,14,14_perfume.png,x,0,0,0
32,3/31/16,11/7/11,52,,15,15_scotchtape.png,Tape,1,1,0
32,3/31/16,11/7/11,52,,7,07_grill.png,Grill,1,1,0
32,3/31/16,11/7/11,52,,16,16_clock.png,Clock,1,1,0
32,3/31/16,11/7/11,52,,17,17_pinecone.png,Pinecone,1,1,0
32,3/31/16,11/7/11,52,,8,08_uprightpiano.png,Piano,1,1,0
32,3/31/16,11/7/11,52,,18,18_ringbox03.png,Mini computer,0,1,1
32,3/31/16,11/7/11,52,,19,19_garlic.png,Onion,1,1,1
32,3/31/16,11/7/11,52,,20,20_ornament.png,Ornament,1,1,0
32,3/31/16,11/7/11,52,,9,09_armchair.png,Chair,1,1,0
32,3/31/16,11/7/11,52,,2,02_seashell.png,Seashell,1,1,0
32,3/31/16,11/7/11,52,,10,10_bison.png,x,0,0,0
32,3/31/16,11/7/11,52,,3,03_baseball 2.png,Baseball,1,1,0
32,3/31/16,11/7/11,52,,11,11_fountain13.png,Statue,1,1,0
32,3/31/16,11/7/11,52,,6,06_parthenon.png,Bank,1,1,0
32,3/31/16,11/7/11,52,,4,04_camera.png,Camera,1,1,0
32,3/31/16,11/7/11,52,,5,05_button.png,Button,1,1,0
32,3/31/16,11/7/11,52,,12,12_bookcase.png,Bookshelf,1,1,0
32,3/31/16,11/7/11,52,,20,20_wheelchair.png,Chair with wheels,1,1,0
32,3/31/16,11/7/11,52,,6,06_cable.png,Brush,0,1,1
32,3/31/16,11/7/11,52,,13,13_piano.png,Piano,1,1,0
32,3/31/16,11/7/11,52,,14,14_washingMachine.png,Washing machine,1,1,0
32,3/31/16,11/7/11,52,,15,15_couch2.png,Chair,1,1,0
32,3/31/16,11/7/11,52,,16,16_garbagecan.png,Garbage Can,1,1,0
32,3/31/16,11/7/11,52,,17,17_hotairballoon2.png,Hot Air Balloon,1,1,0
32,3/31/16,11/7/11,52,,7,07_dice.png,Dice,1,1,0
32,3/31/16,11/7/11,52,,8,08_changepurse.png,Wallet,1,1,0
32,3/31/16,11/7/11,52,,9,09_mushroom.png,Mushroom,1,1,0
32,3/31/16,11/7/11,52,,18,18_hotairballoon.png,Hot air balloon,1,1,0
32,3/31/16,11/7/11,52,,10,10_bowtiepasta.png,Spaghetti,1,1,0
32,3/31/16,11/7/11,52,,19,19_refrigerator.png,Fridge,1,1,0
33,4/5/16,12/12/11,51,,19,19_refrigerator.png,Fridge,1,1,0
33,4/5/16,12/12/11,51,,10,10_bowtiepasta.png,Bowpasta,1,1,0
33,4/5/16,12/12/11,51,,18,18_hotairballoon.png,Air baloon,1,1,0
33,4/5/16,12/12/11,51,,9,09_mushroom.png,Mushroom,1,1,0
33,4/5/16,12/12/11,51,,8,08_changepurse.png,Purse,1,1,0
33,4/5/16,12/12/11,51,,7,07_dice.png,Square,0,0,1
33,4/5/16,12/12/11,51,,17,17_hotairballoon2.png,Air Balloon,1,1,0
33,4/5/16,12/12/11,51,,16,16_garbagecan.png,Trash can,1,1,0
33,4/5/16,12/12/11,51,,15,15_couch2.png,Couch,1,1,0
33,4/5/16,12/12/11,51,,14,14_washingMachine.png,Washing machine,1,1,0
33,4/5/16,12/12/11,51,,13,13_piano.png,Piano,1,1,0
33,4/5/16,12/12/11,51,,6,06_cable.png,Stamp,0,1,1
33,4/5/16,12/12/11,51,,20,20_wheelchair.png,Something you push someone in,1,1,0
33,4/5/16,12/12/11,51,,12,12_bookcase.png,Shelf,1,1,0
33,4/5/16,12/12/11,51,,5,05_button.png,Button,1,1,0
33,4/5/16,12/12/11,51,,4,04_camera.png,PictureThough,1,1,0
33,4/5/16,12/12/11,51,,6,06_parthenon.png,House,1,1,0
33,4/5/16,12/12/11,51,,11,11_fountain13.png,Little pond with nobody in it,1,1,0
33,4/5/16,12/12/11,51,,3,03_baseball 2.png,Baseball,1,1,0
33,4/5/16,12/12/11,51,,10,10_bison.png,Animal but I don't know what it's named,1,1,0
33,4/5/16,12/12/11,51,,2,02_seashell.png,Seashell,1,1,0
33,4/5/16,12/12/11,51,,9,09_armchair.png,Loveseat,1,1,0
33,4/5/16,12/12/11,51,,20,20_ornament.png,Chirstmastree decoratio,1,1,0
33,4/5/16,12/12/11,51,,19,19_garlic.png,Mushroom,0,1,1
33,4/5/16,12/12/11,51,,18,18_ringbox03.png,Box,1,1,0
33,4/5/16,12/12/11,51,,8,08_uprightpiano.png,Piano,1,1,0
33,4/5/16,12/12/11,51,,17,17_pinecone.png,Acorn,0,1,0
33,4/5/16,12/12/11,51,,16,16_clock.png,Clock,1,1,0
33,4/5/16,12/12/11,51,,7,07_grill.png,Grill,1,1,0
33,4/5/16,12/12/11,51,,15,15_scotchtape.png,Table,1,1,0
33,4/5/16,12/12/11,51,,14,14_perfume.png,Some kind of decoration,0,1,1
33,4/5/16,12/12/11,51,,5,05_wagon.png,Little wagon,1,1,0
33,4/5/16,12/12/11,51,,13,13_rubberduck.png,Little ducky,1,1,0
33,4/5/16,12/12/11,51,,4,04_tractor11.png,Tractor,1,1,0
33,4/5/16,12/12/11,51,,3,03_sofachair.png,Big couch,1,1,0
33,4/5/16,12/12/11,51,,1,01_desk.png,Waiting table,1,1,0
33,4/5/16,12/12/11,51,,12,12_pencil sharpener 5.png,Radio,0,1,1
33,4/5/16,12/12/11,51,,2,02_carousel.png,Spins around…Merry go round,1,1,0
33,4/5/16,12/12/11,51,,11,11_controller.png,Button pusher,1,1,0
33,4/5/16,12/12/11,51,,1,01_apple.png,Apple,1,1,0
34,4/12/16,11/23/11,52,,19,19_refrigerator.png,Fridgerator,1,1,0
34,4/12/16,11/23/11,52,,10,10_bowtiepasta.png,PastaBow,1,1,0
34,4/12/16,11/23/11,52,,18,18_hotairballoon.png,Hot Air Balloon,1,1,0
34,4/12/16,11/23/11,52,,9,09_mushroom.png,Mushroom,1,1,0
34,4/12/16,11/23/11,52,,8,08_changepurse.png,I don't know…like a seat,0,0,1
34,4/12/16,11/23/11,52,,7,07_dice.png,Dice,1,1,0
34,4/12/16,11/23/11,52,,17,17_hotairballoon2.png,Hot Air Balloon,1,1,0
34,4/12/16,11/23/11,52,,16,16_garbagecan.png,Trash can,1,1,0
34,4/12/16,11/23/11,52,,15,15_couch2.png,Couch,1,1,0
34,4/12/16,11/23/11,52,,14,14_washingMachine.png,Clothes washer,1,1,0
34,4/12/16,11/23/11,52,,13,13_piano.png,I like to play that a lot…piano,1,1,0
34,4/12/16,11/23/11,52,,6,06_cable.png,Vacuum botoom,0,1,1
34,4/12/16,11/23/11,52,,20,20_wheelchair.png,Wheelchair,1,1,0
34,4/12/16,11/23/11,52,,12,12_bookcase.png,bookcase,1,1,0
34,4/12/16,11/23/11,52,,5,05_button.png,Button,1,1,0
34,4/12/16,11/23/11,52,,4,04_camera.png,Camera,1,1,0
34,4/12/16,11/23/11,52,,6,06_parthenon.png,Building,1,1,0
34,4/12/16,11/23/11,52,,11,11_fountain13.png,Statue,0,1,1
34,4/12/16,11/23/11,52,,3,03_baseball 2.png,Tennis ball,1,1,0
34,4/12/16,11/23/11,52,,10,10_bison.png,Rhino,0,1,0
34,4/12/16,11/23/11,52,,2,02_seashell.png,Shell,1,1,0
34,4/12/16,11/23/11,52,,9,09_armchair.png,Another chair,1,1,0
34,4/12/16,11/23/11,52,,20,20_ornament.png,Ornament,1,1,0
34,4/12/16,11/23/11,52,,19,19_garlic.png,Pumpkin,0,1,1
34,4/12/16,11/23/11,52,,18,18_ringbox03.png,x,0,0,0
34,4/12/16,11/23/11,52,,8,08_uprightpiano.png,Another piano,1,1,0
34,4/12/16,11/23/11,52,,17,17_pinecone.png,Pinecone,1,1,0
34,4/12/16,11/23/11,52,,16,16_clock.png,Ringer timer,1,1,0
34,4/12/16,11/23/11,52,,7,07_grill.png,Kitchen oven,1,1,0
34,4/12/16,11/23/11,52,,15,15_scotchtape.png,Tape,1,1,0
34,4/12/16,11/23/11,52,,14,14_perfume.png,Purfume,1,1,0
34,4/12/16,11/23/11,52,,5,05_wagon.png,Coach,1,1,0
34,4/12/16,11/23/11,52,,13,13_rubberduck.png,Rubber ducky,1,1,0
34,4/12/16,11/23/11,52,,4,04_tractor11.png,Tractor,1,1,0
34,4/12/16,11/23/11,52,,3,03_sofachair.png,Couch kinda,1,1,0
34,4/12/16,11/23/11,52,,1,01_desk.png,Counter,1,1,0
34,4/12/16,11/23/11,52,,12,12_pencil sharpener 5.png,I don't know…never seen it before,0,0,0
34,4/12/16,11/23/11,52,,2,02_carousel.png,Carousel,1,1,0
34,4/12/16,11/23/11,52,,11,11_controller.png,Remote control,1,1,0
34,4/12/16,11/23/11,52,,1,01_apple.png,Apple,1,1,0
35,4/28/16,7/27/2011,57,,19,19_refrigerator.png,Fridge,1,1,0
35,4/28/16,7/27/2011,57,,10,10_bowtiepasta.png,A cloth,0,1,0
35,4/28/16,7/27/2011,57,,18,18_hotairballoon.png,Hot air balloon,1,1,0
35,4/28/16,7/27/2011,57,,9,09_mushroom.png,Mushroom,1,1,0
35,4/28/16,7/27/2011,57,,8,08_changepurse.png,Coin purse,1,1,0
35,4/28/16,7/27/2011,57,,7,07_dice.png,Dice,1,1,0
35,4/28/16,7/27/2011,57,,17,17_hotairballoon2.png,Hot air balloon,1,1,0
35,4/28/16,7/27/2011,57,,16,16_garbagecan.png,Trash can that goes outside,1,1,0
35,4/28/16,7/27/2011,57,,15,15_couch2.png,Chair our couch,1,1,0
35,4/28/16,7/27/2011,57,,14,14_washingMachine.png,Washing machine,1,1,0
35,4/28/16,7/27/2011,57,,13,13_piano.png,Piano,1,1,0
35,4/28/16,7/27/2011,57,,6,06_cable.png,I don't know… a dicer or something….or something that little pieces off of stuff,0,1,1
35,4/28/16,7/27/2011,57,,20,20_wheelchair.png,Wheelchair,1,1,0
35,4/28/16,7/27/2011,57,,12,12_bookcase.png,Shelf of books,1,1,0
35,4/28/16,7/27/2011,57,,5,05_button.png,button,1,1,0
35,4/28/16,7/27/2011,57,,4,04_camera.png,Camera,1,1,0
35,4/28/16,7/27/2011,57,,6,06_parthenon.png,A place,1,1,0
35,4/28/16,7/27/2011,57,,11,11_fountain13.png,A fountain,1,1,0
35,4/28/16,7/27/2011,57,,3,03_baseball 2.png,A baseball,1,1,0
35,4/28/16,7/27/2011,57,,10,10_bison.png,A buffallo,1,1,0
35,4/28/16,7/27/2011,57,,2,02_seashell.png,A shell,1,1,0
